,geoLevel1,geoLevel2,SERIAL,PUMA,WGTP,geoLevel0,NP,Long,Lat,serialSynth
230,1,9907,297162,102,55,11,1,-76.98314049,38.9031291,297162-3
1506,1,4300,1063882,103,55,11,1,-76.98940536,38.86649227,1063882-2
582,1,1902,881064,101,77,11,3,-77.01150884,38.83414091,881064-2
992,1,9203,1068728,104,194,11,1,-76.98214765,38.90511751,1068728-1
485,1,8903,431529,105,45,11,2,-76.98004947,38.90452592,431529-2
546,1,9602,510241,105,89,11,1,-77.01060526,38.84022033,510241-2
46,1,9907,72315,102,50,11,2,-76.98141692,38.90383074,72315-1
1093,1,8301,1252407,101,102,11,2,-76.96924098,38.92855881,1252407-1
905,1,9203,980330,104,59,11,1,-76.9813428,38.90630874,980330-3
73,1,9601,99507,105,54,11,2,-76.9878488,38.87090772,99507-1
995,1,9203,1068728,104,194,11,1,-76.97959512,38.91117095,1068728-4
901,1,9602,874950,105,0,11,1,-77.04319327,38.83369523,874950-3
517,1,9203,534330,104,76,11,1,-76.98269422,38.90540095,534330-1
89,1,9504,83504,105,80,11,1,-76.99004304,38.86975769,83504-1
970,1,9203,1052771,104,74,11,2,-76.98040692,38.9087842,1052771-3
86,1,10100,48912,104,47,11,2,-76.99335389,38.85958499,48912-4
25,1,8410,48866,104,63,11,1,-76.96202888,38.89601811,48866-2
623,1,9602,603463,105,54,11,1,-77.03680224,38.8379204,603463-2
1313,1,9602,1249703,105,59,11,1,-77.03499288,38.82033998,1249703-1
722,1,8903,693823,105,93,11,1,-76.9787467,38.90560718,693823-1
504,1,8410,1113524,104,0,11,1,-76.97571057,38.88537228,1113524-2
1065,1,9203,1123457,104,72,11,1,-76.98244556,38.91119924,1123457-4
376,1,9504,349718,105,52,11,2,-76.98874147,38.86897283,349718-1
389,1,9907,496437,102,74,11,3,-76.98875522,38.90313658,496437-4
289,1,9203,328710,104,94,11,1,-76.98050693,38.91021921,328710-2
458,1,9601,766453,105,65,11,2,-76.9857652,38.86996281,766453-1
580,1,8410,1252981,104,62,11,1,-76.97477629,38.88683342,1252981-3
18,1,9602,8400,105,0,11,1,-77.03236111,38.83756032,8400-4
339,1,9907,448290,102,94,11,6,-76.9852205,38.90453537,448290-2
792,1,4300,566710,103,80,11,4,-76.98850874,38.86563876,566710-5
748,1,9602,738774,105,146,11,6,-77.03091572,38.82935762,738774-1
1185,1,4300,801288,103,0,11,1,-76.98910185,38.86433201,801288-2
203,1,4300,175791,103,56,11,2,-76.99013045,38.86360652,175791-2
1281,1,7304,1272182,105,79,11,1,-77.02195304,38.8178217,1272182-1
1290,1,7304,1277138,105,108,11,2,-77.03462861,38.81756373,1277138-2
28,1,8301,47585,101,0,11,1,-76.96421599,38.9209512,47585-1
741,1,9203,801693,104,56,11,1,-76.97894492,38.91450456,801693-1
228,1,9907,297162,102,55,11,1,-76.9839397,38.90232715,297162-1
57,1,8410,125224,104,90,11,1,-76.96801624,38.89009419,125224-1
475,1,9907,642258,102,94,11,3,-76.98207333,38.90332083,642258-1
273,1,8410,597154,104,73,11,3,-76.97277433,38.88391185,597154-2
323,1,9907,420594,102,52,11,2,-76.98540588,38.90547454,420594-2
1081,1,9203,1137238,104,83,11,4,-76.98664281,38.90688887,1137238-1
809,1,4300,577217,103,67,11,1,-76.98777746,38.86620506,577217-1
1062,1,8903,980538,105,96,11,1,-76.98009576,38.9036402,980538-2
1189,1,9203,1240667,104,54,11,3,-76.9773597,38.91482957,1240667-4
891,1,7304,893231,105,101,11,2,-77.02667311,38.80593804,893231-2
593,1,8410,1297731,104,0,11,1,-76.97259136,38.88554731,1297731-1
1384,1,4300,949555,103,143,11,1,-76.99064378,38.86352391,949555-2
1133,1,9602,1033479,105,126,11,2,-77.03808362,38.83859779,1033479-1
592,1,7304,581250,105,63,11,1,-77.02874216,38.80032525,581250-1
291,1,9203,335003,104,80,11,2,-76.98347345,38.90573635,335003-2
862,1,9907,1059662,102,72,11,1,-76.98563072,38.90581639,1059662-1
993,1,9203,1068728,104,194,11,1,-76.98029795,38.9118557,1068728-2
885,1,8301,938769,101,0,11,1,-76.9734437,38.91694068,938769-3
787,1,9203,864054,104,55,11,1,-76.97751702,38.91264857,864054-1
9,1,8410,21107,104,87,11,1,-76.97067311,38.88469296,21107-1
1812,1,10100,1345999,104,127,11,7,-76.99325155,38.86133243,1345999-3
424,1,2202,428102,103,55,11,3,-76.9597095,38.92669931,428102-1
1231,1,9602,1153195,105,60,11,1,-77.03450699,38.83732042,1153195-1
1058,1,9203,1118940,104,216,11,1,-76.97780959,38.91014316,1118940-1
590,1,7304,580478,105,266,11,3,-77.02553869,38.81167556,580478-2
832,1,4300,589120,103,99,11,2,-76.98691276,38.86671747,589120-4
1111,1,9203,1164321,104,175,11,1,-76.98083151,38.90543177,1164321-1
972,1,9907,1154753,102,0,11,1,-76.98169182,38.90375761,1154753-1
171,1,9907,232423,102,78,11,3,-76.98962806,38.9029468,232423-4
184,1,2202,211367,103,157,11,1,-76.9585759,38.92774669,211367-1
716,1,9602,692786,105,117,11,1,-77.01330043,38.83724953,692786-2
572,1,8410,1247611,104,0,11,1,-76.97224551,38.88729043,1247611-1
761,1,7304,776764,105,79,11,2,-77.02442016,38.8168603,776764-2
47,1,7304,46078,105,71,11,1,-77.02554207,38.81518007,46078-2
327,1,9504,291247,105,0,11,1,-76.99447125,38.8582766,291247-3
1062,1,9602,978028,105,99,11,1,-77.03539338,38.82957863,978028-4
3,1,9504,4864,105,89,11,1,-76.99217622,38.86399924,4864-3
775,1,9601,1235348,105,66,11,1,-76.98300272,38.87100606,1235348-2
981,1,9504,968852,105,65,11,2,-76.99726624,38.85746743,968852-4
196,1,1902,358872,101,0,11,1,-77.01710107,38.8249237,358872-2
1201,1,2202,1172097,103,123,11,2,-76.96264855,38.9254802,1172097-5
57,1,9907,84997,102,96,11,1,-76.98593325,38.90528926,84997-6
454,1,9602,393445,105,84,11,1,-77.04390532,38.83807813,393445-3
1005,1,9203,1073860,104,150,11,2,-76.98080463,38.90634777,1073860-2
723,1,8301,760633,101,83,11,2,-76.96675053,38.91962926,760633-1
691,1,6600,833993,104,53,11,1,-76.96128777,38.89480633,833993-2
348,1,9203,396894,104,90,11,2,-76.9773195,38.91411162,396894-1
1325,1,9203,1371264,104,61,11,1,-76.98019942,38.91485287,1371264-5
586,1,9907,751979,102,56,11,1,-76.98300074,38.90524852,751979-2
1173,1,4300,790231,103,0,11,1,-76.98762,38.86650086,790231-7
198,1,9203,216065,104,74,11,7,-76.97746922,38.9101057,216065-2
52,1,7304,49973,105,56,11,1,-77.02466334,38.81926589,49973-2
1137,1,9907,1326992,102,130,11,1,-76.98343015,38.9052143,1326992-2
720,1,9907,922022,102,73,11,1,-76.98899528,38.90335087,922022-3
158,1,2202,179212,103,140,11,2,-76.95779114,38.92919449,179212-1
802,1,4300,570416,103,56,11,1,-76.99116801,38.8645694,570416-3
1069,1,9203,1127769,104,66,11,3,-76.97987148,38.91121689,1127769-1
820,1,9907,1029292,102,0,11,1,-76.98584033,38.90290918,1029292-6
133,1,9504,101485,105,79,11,2,-76.99645307,38.85898092,101485-2
1193,1,1600,999724,102,52,11,2,-76.94217657,38.91653154,999724-6
329,1,4300,263864,103,58,11,7,-76.98888966,38.86724664,263864-1
248,1,1901,216065,104,74,11,7,-77.00633799,38.84332077,216065-5
684,1,9601,1099844,105,51,11,2,-76.98724116,38.86741395,1099844-1
677,1,9907,881626,102,67,11,1,-76.98286398,38.90270449,881626-2
633,1,9907,840181,102,55,11,1,-76.98528943,38.90180442,840181-1
1360,1,8903,1289742,105,117,11,1,-76.97910522,38.90567459,1289742-1
811,1,9203,899481,104,82,11,2,-76.97996902,38.91456245,899481-1
785,1,6600,944941,104,207,11,1,-76.96246772,38.89257895,944941-2
1041,1,8301,1187624,101,74,11,1,-76.96307024,38.92948906,1187624-2
1955,1,4300,1360418,103,0,11,1,-76.98760937,38.86681158,1360418-1
1416,1,8903,1338700,105,93,11,2,-76.98174313,38.90238662,1338700-1
1592,1,4300,1133527,103,61,11,1,-76.99031401,38.86522668,1133527-2
100,1,8410,216065,104,74,11,7,-76.96470575,38.89124961,216065-2
356,1,9203,405732,104,0,11,1,-76.97929564,38.91106784,405732-1
261,1,9601,405931,105,101,11,4,-76.98323078,38.87222053,405931-1
503,1,8301,563993,101,99,11,3,-76.96484641,38.92302551,563993-4
691,1,9504,719141,105,87,11,2,-76.99600075,38.85833427,719141-4
345,1,9602,276865,105,84,11,1,-77.03521585,38.83525481,276865-3
307,1,9803,317527,103,64,11,1,-76.95852273,38.90486382,317527-1
973,1,4300,678616,103,79,11,5,-76.99144489,38.86539424,678616-2
474,1,8803,1130140,105,56,11,1,-77.01348087,38.90686624,1130140-1
120,1,9907,168354,102,110,11,1,-76.98439876,38.90320329,168354-1
738,1,9907,929907,102,245,11,1,-76.98954519,38.90301596,929907-2
395,1,8301,463803,101,0,11,1,-76.97025529,38.91762808,463803-2
34,1,8903,29701,105,0,11,1,-76.97987162,38.9055011,29701-1
289,1,8410,629437,104,80,11,1,-76.97681007,38.88343985,629437-1
235,1,9203,255499,104,56,11,3,-76.98065203,38.91067943,255499-1
307,1,9203,344226,104,0,11,1,-76.98401318,38.91044824,344226-3
995,1,9907,1181256,102,52,11,1,-76.98763612,38.9021226,1181256-2
1233,1,7304,1232933,105,79,11,2,-77.03726628,38.81819593,1232933-1
18,1,8410,36610,104,60,11,1,-76.97233397,38.88277386,36610-3
1291,1,9203,1349250,104,87,11,1,-76.982406,38.90716413,1349250-2
327,1,9601,530591,105,55,11,1,-76.98813372,38.87047298,530591-1
1196,1,7304,1200816,105,0,11,1,-77.02458981,38.81739318,1200816-1
148,1,7304,140214,105,59,11,1,-77.02388478,38.8194614,140214-1
797,1,9504,824541,105,154,11,3,-76.99546992,38.86024216,824541-2
97,1,8301,135532,101,279,11,1,-76.96768777,38.92638778,135532-3
794,1,2202,765498,103,56,11,2,-76.95939969,38.92730523,765498-2
964,1,9504,961497,105,0,11,1,-76.98842378,38.86856143,961497-1
993,1,9907,1179266,102,60,11,2,-76.98586133,38.9058587,1179266-4
829,1,9907,1033819,102,51,11,1,-76.98310943,38.90464907,1033819-3
1434,1,1600,1173350,102,53,11,2,-76.94367502,38.91680743,1173350-2
292,1,9504,261949,105,181,11,3,-76.99602047,38.8580767,261949-1
476,1,10100,362235,104,202,11,3,-76.99148577,38.8628911,362235-4
592,1,8301,643373,101,97,11,1,-76.96080106,38.93054397,643373-1
316,1,9601,509195,105,0,11,1,-76.98688759,38.8695465,509195-2
649,1,9602,624492,105,85,11,1,-77.0245492,38.82336141,624492-1
736,1,1902,1154208,101,84,11,4,-77.01260344,38.83412557,1154208-2
133,1,10100,93387,104,58,11,1,-76.99359762,38.85983716,93387-3
671,1,1901,575155,104,50,11,5,-77.00181281,38.85066177,575155-3
6,1,9907,11807,102,72,11,2,-76.98454083,38.9020637,11807-2
272,1,9504,243032,105,75,11,2,-76.99185803,38.86705919,243032-2
422,1,9907,573735,102,69,11,2,-76.98308406,38.90370934,573735-2
804,1,2202,781866,103,0,11,1,-76.95830161,38.92755693,781866-1
724,1,9601,1147517,105,91,11,1,-76.98697074,38.87133502,1147517-2
1151,1,10100,881992,104,162,11,2,-76.99159647,38.86151016,881992-2
1400,1,4300,970849,103,84,11,1,-76.99138713,38.86431192,970849-3
1504,1,9602,1397307,105,61,11,2,-77.03405004,38.82800015,1397307-2
989,1,9907,1179024,102,62,11,4,-76.98629234,38.90400426,1179024-1
774,1,2202,743639,103,135,11,5,-76.95978955,38.92791723,743639-1
1182,1,9203,1239214,104,61,11,2,-76.98603261,38.90666495,1239214-1
1889,1,4300,1309472,103,380,11,3,-76.99142192,38.86570286,1309472-3
1200,1,9504,1212356,105,0,11,1,-76.99475285,38.85821584,1212356-1
944,1,8903,916303,105,89,11,1,-76.97870616,38.90586892,916303-2
631,1,9602,611513,105,264,11,1,-77.04524148,38.83724292,611513-1
296,1,1600,271502,102,95,11,3,-76.94975346,38.91487055,271502-2
579,1,9602,541332,105,0,11,1,-77.01487475,38.83248418,541332-1
1097,1,9803,1101977,103,173,11,1,-76.96167852,38.89716609,1101977-3
589,1,9601,957051,105,131,11,1,-76.98409965,38.87238221,957051-2
1039,1,7304,980538,105,96,11,1,-77.02272474,38.81862483,980538-1
834,1,8903,816233,105,84,11,1,-76.97946094,38.90555106,816233-3
1320,1,9602,1252758,105,70,11,2,-77.03032985,38.82679704,1252758-1
387,1,8301,461304,101,71,11,1,-76.95779502,38.90713269,461304-4
52,1,9203,55695,104,69,11,2,-76.98247948,38.91205556,55695-1
554,1,9907,720571,102,64,11,6,-76.98675806,38.9062344,720571-1
1333,1,9504,1336479,105,0,11,1,-76.99140051,38.8668095,1336479-2
669,1,4300,483508,103,68,11,2,-76.98685791,38.86707499,483508-1
1301,1,4300,889317,103,61,11,2,-76.98833025,38.86616975,889317-1
9,1,8903,6348,105,47,11,2,-76.97910699,38.90541901,6348-1
256,1,9602,213919,105,65,11,3,-77.01553104,38.83374957,213919-1
838,1,9504,864808,105,70,11,1,-76.99084354,38.8667181,864808-3
1199,1,8301,1412521,101,73,11,2,-76.97287304,38.91908907,1412521-2
612,1,8410,1317476,104,49,11,2,-76.96862729,38.8877237,1317476-2
1028,1,6600,1197337,104,204,11,1,-76.96223283,38.89084774,1197337-3
1400,1,9504,1398273,105,0,11,1,-76.99523752,38.85879565,1398273-3
617,1,1600,495651,102,93,11,1,-76.95654918,38.90812347,495651-3
169,1,8410,362355,104,201,11,4,-76.97725774,38.8831271,362355-1
792,1,9907,997014,102,0,11,1,-76.98516553,38.90370503,997014-4
135,1,2202,153317,103,0,11,1,-76.95811603,38.92761414,153317-3
1887,1,3200,1401621,105,86,11,1,-76.96609397,38.93405415,1401621-1
1220,1,9203,1279561,104,202,11,1,-76.978551,38.91388896,1279561-1
131,1,8301,174950,101,81,11,2,-76.96960861,38.92365801,174950-2
1,1,9907,7576,102,59,11,2,-76.98565722,38.90491403,7576-1
898,1,9907,1092220,102,115,11,1,-76.98332154,38.90459433,1092220-3
1030,1,9203,1089880,104,158,11,1,-76.9781141,38.91343104,1089880-6
755,1,9601,1200816,105,0,11,1,-76.98468091,38.87159051,1200816-2
99,1,7304,90541,105,201,11,2,-77.03371919,38.81913012,90541-1
643,1,9907,843649,102,55,11,3,-76.98664826,38.90331461,843649-1
1486,1,9602,1384410,105,88,11,3,-77.02378143,38.82358305,1384410-1
154,1,1600,138130,102,69,11,9,-76.95430174,38.91080117,138130-1
987,1,9504,972388,105,89,11,1,-76.99663881,38.85968979,972388-1
320,1,9504,276865,105,84,11,1,-76.99668108,38.85643344,276865-2
888,1,9907,1086757,102,53,11,2,-76.98361198,38.90459806,1086757-2
1142,1,9602,1042379,105,61,11,2,-77.03375659,38.83764254,1042379-3
431,1,1902,661060,101,72,11,1,-77.01470827,38.83163162,661060-1
548,1,9602,513197,105,160,11,2,-77.03539684,38.82006478,513197-1
120,1,2202,142759,103,75,11,2,-76.96138411,38.92287997,142759-1
1369,1,7304,1357738,105,104,11,3,-77.0211064,38.81996224,1357738-2
48,1,1600,54911,102,73,11,2,-76.95680328,38.90695985,54911-4
520,1,9203,540887,104,67,11,2,-76.97799267,38.9122342,540887-1
1152,1,8301,1318504,101,59,11,4,-76.96461454,38.92879979,1318504-4
766,1,10100,545588,104,132,11,1,-76.9924823,38.8620758,545588-1
558,1,9504,544898,105,165,11,1,-76.99606263,38.85875906,544898-1
632,1,9602,611513,105,264,11,1,-77.01637063,38.8334754,611513-2
1056,1,9907,1241389,102,60,11,2,-76.98252875,38.90336598,1241389-2
419,1,9602,368711,105,0,11,1,-77.0239195,38.82323585,368711-2
835,1,9203,918107,104,68,11,5,-76.97847246,38.9159659,918107-1
807,1,9907,1004355,102,59,11,1,-76.98328624,38.90374841,1004355-1
627,1,4300,449155,103,68,11,1,-76.9901174,38.86612089,449155-2
434,1,4300,343867,103,49,11,3,-76.99002952,38.86400347,343867-3
513,1,8301,581169,101,69,11,1,-76.96741079,38.91688747,581169-2
744,1,9203,807371,104,245,11,1,-76.97750671,38.91330655,807371-1
321,1,9907,417835,102,0,11,1,-76.98695912,38.90371407,417835-1
272,1,9203,311634,104,71,11,1,-76.98044393,38.9097085,311634-3
130,1,9203,155188,104,141,11,1,-76.97858946,38.91442516,155188-2
214,1,9602,182980,105,0,11,1,-77.03088536,38.82578831,182980-1
474,1,9203,496693,104,68,11,3,-76.98522241,38.90845392,496693-3
101,1,9203,116430,104,121,11,1,-76.97722768,38.91005694,116430-3
1342,1,7304,1326727,105,75,11,4,-77.03656862,38.81519146,1326727-1
1306,1,9203,1357557,104,0,11,1,-76.98180315,38.90506433,1357557-1
1047,1,9203,1102005,104,185,11,1,-76.98325934,38.91105119,1102005-1
1699,1,10100,1248064,104,82,11,2,-76.99353561,38.85943279,1248064-11
862,1,8301,910847,101,78,11,2,-76.96349259,38.93105377,910847-1
1393,1,4300,969020,103,67,11,3,-76.99079375,38.86517629,969020-3
25,1,9203,24260,104,81,11,6,-76.98018836,38.9137877,24260-3
345,1,7304,314671,105,77,11,1,-77.03578888,38.81815795,314671-2
708,1,8903,673334,105,81,11,1,-76.97919869,38.90557933,673334-2
1040,1,9907,1227273,102,68,11,1,-76.98682234,38.90678663,1227273-3
1037,1,9504,1006823,105,83,11,2,-76.99234282,38.86579522,1006823-3
655,1,4300,469652,103,55,11,1,-76.98933648,38.86624715,469652-4
130,1,9907,174400,102,56,11,1,-76.98837944,38.90320601,174400-1
828,1,4300,588049,103,85,11,8,-76.98881172,38.86599226,588049-1
925,1,9203,1005072,104,0,11,1,-76.98304207,38.90673016,1005072-1
190,1,9601,285697,105,80,11,1,-76.98601974,38.86831628,285697-3
956,1,8301,1068396,101,81,11,2,-76.95869567,38.9301129,1068396-1
1027,1,9907,1224408,102,258,11,1,-76.98442568,38.90240716,1224408-2
1039,1,9203,1093308,104,60,11,5,-76.97752642,38.91412506,1093308-4
413,1,9602,366888,105,66,11,4,-77.03451627,38.8230888,366888-1
880,1,9203,961112,104,73,11,2,-76.98192436,38.91071537,961112-1
784,1,8301,829076,101,0,11,1,-76.96458868,38.92432105,829076-4
43,1,9203,48866,104,63,11,1,-76.98568912,38.90686818,48866-1
346,1,9203,395434,104,0,11,1,-76.98282969,38.90571605,395434-1
519,1,2202,524158,103,151,11,2,-76.95655184,38.92968916,524158-2
2042,1,4300,1407636,103,191,11,3,-76.99107215,38.8645617,1407636-1
701,1,8903,667332,105,76,11,3,-76.98168026,38.90232039,667332-3
977,1,4300,678787,103,69,11,2,-76.98884744,38.8675679,678787-4
385,1,9602,336513,105,86,11,2,-77.01021392,38.83974307,336513-2
229,1,8301,294936,101,78,11,1,-76.96947812,38.92198973,294936-1
697,1,9602,667332,105,76,11,3,-77.03016793,38.82849077,667332-4
901,1,9203,976870,104,384,11,1,-76.97677389,38.91543135,976870-5
1495,1,4300,1043325,103,72,11,1,-76.98953056,38.86584871,1043325-7
981,1,9907,1176009,102,68,11,10,-76.98281907,38.90172865,1176009-1
1316,1,9203,1369492,104,57,11,1,-76.97818429,38.91083793,1369492-2
213,1,9504,205542,105,49,11,1,-76.99539254,38.85801797,205542-1
1352,1,8903,1281082,105,0,11,1,-76.97755498,38.90668615,1281082-2
1417,1,9602,1325707,105,100,11,2,-77.03292126,38.83732388,1325707-3
1219,1,9203,1273155,104,81,11,3,-76.9783723,38.91381356,1273155-2
882,1,9907,1077517,102,171,11,2,-76.98748528,38.9031454,1077517-2
581,1,8903,544999,105,0,11,1,-76.97823704,38.90587935,544999-2
795,1,9203,880021,104,189,11,2,-76.97762396,38.91325827,880021-1
622,1,7304,616005,105,91,11,2,-77.02569177,38.8118525,616005-2
1495,1,9602,1395691,105,50,11,1,-77.0168361,38.83245805,1395691-2
551,1,9203,570345,104,174,11,1,-76.98001306,38.91304832,570345-1
182,1,9602,142628,105,78,11,1,-77.03562111,38.83261759,142628-2
720,1,9203,771105,104,0,11,1,-76.97797301,38.91499979,771105-2
372,1,9203,413204,104,102,11,3,-76.98178261,38.91191524,413204-1
741,1,2202,716059,103,55,11,1,-76.96280963,38.92648927,716059-1
470,1,9907,640455,102,50,11,1,-76.98614174,38.90250384,640455-1
121,1,9504,95224,105,91,11,1,-76.99520391,38.85807837,95224-5
224,1,9907,294350,102,156,11,4,-76.98341992,38.90037881,294350-6
614,1,7304,611513,105,264,11,1,-77.02478632,38.81917841,611513-1
171,1,9203,202665,104,71,11,2,-76.98516089,38.90697192,202665-1
1453,1,10100,1095462,104,167,11,3,-76.99269274,38.86194562,1095462-2
82,1,1902,174950,101,81,11,2,-77.01613684,38.82826696,174950-1
210,1,8301,270298,101,81,11,4,-76.97164772,38.9155261,270298-3
561,1,9602,528380,105,0,11,1,-77.0327078,38.82167094,528380-3
75,1,1901,55695,104,69,11,2,-76.99690893,38.85563799,55695-1
956,1,8903,918670,105,87,11,2,-76.97839792,38.90618791,918670-2
104,1,1600,102710,102,0,11,1,-76.9538817,38.91190495,102710-2
153,1,8903,142628,105,78,11,1,-76.97888083,38.90529097,142628-5
364,1,9803,354731,103,0,11,1,-76.96063055,38.90146732,354731-4
178,1,9203,206852,104,116,11,1,-76.98291817,38.90589938,206852-3
627,1,10100,458023,104,53,11,6,-76.99181378,38.8626258,458023-3
38,1,9601,50830,105,42,11,1,-76.98342492,38.87055291,50830-3
752,1,9601,1196027,105,85,11,1,-76.98919675,38.87066376,1196027-2
575,1,9203,589408,104,81,11,2,-76.98236831,38.90761719,589408-2
154,1,9907,206510,102,70,11,3,-76.98194575,38.90438109,206510-1
316,1,9602,261949,105,181,11,3,-77.00981003,38.83933704,261949-2
1582,1,4300,1125995,103,173,11,1,-76.98975288,38.86381434,1125995-2
65,1,9602,49973,105,56,11,1,-77.01450502,38.83429278,49973-2
1357,1,8903,1286674,105,72,11,2,-76.97855506,38.90595865,1286674-2
1190,1,10100,916277,104,101,11,4,-76.99332591,38.86011455,916277-3
749,1,9203,811622,104,108,11,1,-76.97902986,38.91076731,811622-2
1021,1,2202,1001827,103,56,11,4,-76.9626046,38.92725544,1001827-1
117,1,9907,157362,102,146,11,1,-76.98143801,38.90313476,157362-1
1639,1,4300,1162969,103,72,11,1,-76.98888006,38.86591935,1162969-2
439,1,7304,407041,105,72,11,3,-77.02269069,38.81627473,407041-3
1043,1,9907,1227273,102,68,11,1,-76.98683673,38.90647436,1227273-6
1375,1,4300,945460,103,186,11,3,-76.9905198,38.8627512,945460-5
1989,1,4300,1377392,103,68,11,1,-76.98725248,38.86677451,1377392-3
663,1,9907,861784,102,130,11,2,-76.98777422,38.90511565,861784-4
1384,1,9602,1293718,105,77,11,1,-77.03097355,38.82436059,1293718-2
607,1,9504,603314,105,62,11,2,-76.99339618,38.86329001,603314-1
952,1,8301,1059401,101,83,11,1,-76.96670658,38.92121659,1059401-2
1310,1,9203,1361969,104,60,11,2,-76.98177774,38.90795382,1361969-1
1197,1,9203,1244304,104,52,11,2,-76.97821674,38.91386711,1244304-1
578,1,9203,597154,104,73,11,3,-76.98182081,38.90601317,597154-1
277,1,9907,339152,102,46,11,1,-76.98467353,38.90180987,339152-3
722,1,1901,621162,104,61,11,5,-77.0002973,38.85202927,621162-4
915,1,8301,1007134,101,0,11,1,-76.97339257,38.92137178,1007134-1
408,1,9907,551371,102,70,11,1,-76.98458081,38.90483317,551371-1
1062,1,9907,1250479,102,47,11,3,-76.98228556,38.90427703,1250479-4
472,1,9203,496693,104,68,11,3,-76.98419258,38.90962124,496693-1
1017,1,1901,871206,104,53,11,2,-77.00878012,38.83939785,871206-3
1373,1,9602,1286674,105,72,11,2,-77.03206104,38.84308117,1286674-2
928,1,9203,1008149,104,83,11,1,-76.97852168,38.91081915,1008149-3
317,1,8410,682688,104,65,11,2,-76.97538514,38.88366211,682688-1
1108,1,4300,747184,103,0,11,1,-76.99069871,38.86492966,747184-2
1227,1,9203,1291051,104,79,11,2,-76.97809067,38.91598682,1291051-1
31,1,8903,16166,105,294,11,2,-76.97973736,38.90402176,16166-2
1338,1,1600,1097190,102,54,11,2,-76.9549163,38.91021576,1097190-2
510,1,1902,762393,101,82,11,2,-77.01663706,38.82951768,762393-2
737,1,9907,929907,102,245,11,1,-76.9863509,38.90296914,929907-1
2034,1,4300,1402521,103,63,11,3,-76.98973109,38.86531999,1402521-1
8,1,9907,14209,102,68,11,2,-76.98608004,38.9030838,14209-1
1036,1,9907,1226803,102,53,11,2,-76.98722223,38.903391,1226803-1
204,1,9601,327859,105,70,11,1,-76.9816569,38.87248529,327859-2
670,1,9907,873443,102,53,11,1,-76.98808713,38.90400225,873443-2
106,1,9803,127771,103,76,11,2,-76.95794297,38.9053684,127771-3
427,1,8301,487167,101,69,11,1,-76.95902117,38.93101519,487167-2
243,1,8903,214094,105,58,11,2,-76.97889959,38.90589506,214094-1
781,1,10100,548129,104,113,11,1,-76.99186852,38.8617179,548129-1
1557,1,4300,1102980,103,82,11,2,-76.99028605,38.86648845,1102980-2
2049,1,4300,1410120,103,75,11,4,-76.9885016,38.86592222,1410120-2
946,1,9907,1122283,102,51,11,2,-76.98843358,38.90236366,1122283-1
1550,1,3200,1196213,105,82,11,1,-76.96463478,38.93514278,1196213-6
997,1,8301,1112719,101,86,11,2,-76.96864793,38.91990512,1112719-2
164,1,9907,215102,102,0,11,1,-76.98572004,38.9029201,215102-2
1117,1,9504,1106486,105,94,11,1,-76.99297568,38.86561841,1106486-3
889,1,9203,965293,104,58,11,3,-76.97860594,38.91518738,965293-4
877,1,9203,952987,104,79,11,2,-76.98207273,38.91147862,952987-4
453,1,8301,507597,101,109,11,1,-76.97061541,38.91988091,507597-1
441,1,9504,407041,105,72,11,3,-76.98981269,38.86825168,407041-1
342,1,6600,437589,104,77,11,3,-76.96240364,38.89251504,437589-2
547,1,8301,599970,101,47,11,2,-76.97432086,38.91008274,599970-2
1444,1,9602,1338700,105,93,11,2,-77.03344462,38.82106735,1338700-3
493,1,9907,660300,102,104,11,2,-76.98280728,38.9025177,660300-2
1048,1,1901,899481,104,82,11,2,-77.00072562,38.85241087,899481-3
498,1,1902,747195,101,61,11,1,-77.01612781,38.82971977,747195-3
217,1,8410,465900,104,61,11,4,-76.96981477,38.88723817,465900-2
377,1,9203,413825,104,67,11,4,-76.97886376,38.91407594,413825-1
1647,1,10100,1239214,104,61,11,2,-76.99246599,38.86181864,1239214-6
994,1,8903,946473,105,43,11,3,-76.98013261,38.90382916,946473-3
102,1,8410,234610,104,59,11,2,-76.9751586,38.88647633,234610-2
213,1,9601,331583,105,162,11,3,-76.98637362,38.87029414,331583-1
1176,1,9907,1374665,102,51,11,2,-76.98283812,38.90419786,1374665-1
239,1,9907,306451,102,47,11,1,-76.98495658,38.90099217,306451-1
1247,1,9203,1299166,104,73,11,1,-76.98160486,38.9103647,1299166-2
1193,1,8301,1395340,101,57,11,4,-76.97507922,38.91271328,1395340-1
1274,1,8903,1228910,105,70,11,1,-76.97868561,38.90607468,1228910-1
98,1,8301,138479,101,93,11,4,-76.97491963,38.91751281,138479-1
240,1,2202,263864,103,58,11,7,-76.96250545,38.92379769,263864-2
1125,1,9203,1175870,104,67,11,2,-76.98095941,38.91273607,1175870-2
505,1,9907,677512,102,82,11,2,-76.98600487,38.90321491,677512-2
1274,1,9203,1330169,104,85,11,1,-76.97771913,38.91002873,1330169-2
30,1,8301,47585,101,0,11,1,-76.97407581,38.91196605,47585-3
711,1,1902,1113796,101,112,11,2,-77.01165943,38.83452784,1113796-1
449,1,8301,506210,101,122,11,2,-76.96779166,38.92716878,506210-3
610,1,9602,584533,105,65,11,1,-77.02340173,38.82050727,584533-2
668,1,4300,480362,103,112,11,2,-76.99161882,38.86517167,480362-1
